Symbol,Company Name,Regulation,Type of Submission,Broadcast Date/Time,Details URL,Scrip Code,NSE Symbol,MSEI Symbol,Name of Signatory,Designation of Signatory,Sr. No.,Type of Instrument,Category of Person,Name of Person,CIN/DIN,Securities Held Prior (No.),Securities Held Prior (%),Securities Acquired/Disposed (No.),Securities Acquired/Disposed (Value),Transaction Type,Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Date of Intimation,Exchange,Notes
UMAEXPORTS,Uma Exports Limited,Regulation 7 (2),Original,20-Jun-2026 17:33:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20022_20260620_173348388_WEB.html,543513,UMAEXPORTS,NOTLISTED,SRITI SINGH ROY,Company Secretary and Compliance Officer,1,Equity,Promoter,Sumitra Devi Khemuka,,2397317,7.09%,110000,"2,530,742.00",Sell,2287317,6.77%,19-06-2026,19-06-2026,Market Sale,20-06-2026,,
KIRLOSENG,Kirloskar Oil Engines Limited,Regulation 7 (2),Original,20-Jun-2026 15:18:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3845_20260620_151816282_WEB.html,533293,KIRLOSENG,NOTLISTED,Farah Irani,Company Secretary and Compliance Officer,1,Equity,Designated Person,Madankumar Kotragouda Patil,,0,0.00%,1940,"3,903,067.00",Buy,1940,0.00%,18-06-2026,18-06-2026,Market Purchase,19-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,1,Equity,Promoter,Zydus Family Trust,,754313343,74.96%,6349542,"8,000,422,920.00",Sell,747963801,74.98%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,2,Equity,Promoter Group,Pripan Investment Private Limited,U65910GJ1980PTC004056,17730,0.00%,149,"1,877,440.00",Sell,17581,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,3,Equity,Promoter and Director,Pankaj Ramanbhai Patel,00131852,14851,0.00%,124,"156,240.00",Sell,14727,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,4,Equity,Promoter Group,Pankaj Ramanbhai Patel HUF,,29550,0.00%,248,"312,480.00",Sell,29302,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,5,Equity,Promoter Group,Pankaj Ramanbhai Patel (Smaller) HUF,,14775,0.00%,124,"156,240.00",Sell,14651,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,6,Equity,Promoter Group,Taraben Patel Family Will Trust,,14775,0.00%,124,"156,240.00",Sell,14651,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,7,Equity,Promoter,Sharvil Pankajbhai Patel,00131995,14775,0.00%,124,"156,240.00",Sell,14651,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,8,Equity,Promoter Group,Shivani Patel,,14775,0.00%,124,"156,240.00",Sell,14651,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,9,Equity,Promoter Group,Pritiben Pankajbhai Patel,,14775,0.00%,124,"156,240.00",Sell,14651,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,10,Equity,Promoter Group,R B Patel Will Pankaj Trust,,14700,0.00%,109,"137,340.00",Sell,14591,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,11,Equity,Promoter Group,Arati Rajiv Mehta Joint with Rajiv Vastupal Mehta,,76087,0.01%,640,"806,400.00",Sell,75447,0.01%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,12,Equity,Promoter Group,Ritaben Yatin Desai,,24874,0.00%,209,"263,340.00",Sell,24665,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,13,Equity,Director,Mukesh Mangalbhai Patel,00053892,11687,0.00%,98,"123,480.00",Sell,11589,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,14,Equity,Directors Immediate Relative,Jigar Mukesh Patel,,8766,0.00%,73,"91,980.00",Sell,8693,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:49:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144938588_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,15,Equity,KMP,Tushar Dhansukh Shroff,,650,0.00%,5,"6,300.00",Sell,645,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,1,Equity,Promoter,Zydus Family Trust,,754313343,74.96%,6349542,"8,000,422,920.00",Sell,747963801,74.98%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,2,Equity,Promoter Group,Pripan Investment Private Limited,U65910GJ1980PTC004056,17730,0.00%,149,"1,877,440.00",Sell,17581,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,3,Equity,Promoter and Director,Pankaj Ramanbhai Patel,00131852,14851,0.00%,124,"156,240.00",Sell,14727,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,4,Equity,Promoter Group,Pankaj Ramanbhai Patel HUF,,29550,0.00%,248,"312,480.00",Sell,29302,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,5,Equity,Promoter Group,Pankaj Ramanbhai Patel (Smaller) HUF,,14775,0.00%,124,"156,240.00",Sell,14651,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,6,Equity,Promoter Group,Taraben Patel Family Will Trust,,14775,0.00%,124,"156,240.00",Sell,14651,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,7,Equity,Promoter,Sharvil Pankajbhai Patel,00131995,14775,0.00%,124,"156,240.00",Sell,14651,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,8,Equity,Promoter Group,Shivani Patel,,14775,0.00%,124,"156,240.00",Sell,14651,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,9,Equity,Promoter Group,Pritiben Pankajbhai Patel,,14775,0.00%,124,"156,240.00",Sell,14651,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,10,Equity,Promoter Group,R B Patel Will Pankaj Trust,,14700,0.00%,109,"137,340.00",Sell,14591,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,11,Equity,Promoter Group,Arati Rajiv Mehta Joint with Rajiv Vastupal Mehta,,76087,0.01%,640,"806,400.00",Sell,75447,0.01%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,12,Equity,Promoter Group,Ritaben Yatin Desai,,24874,0.00%,209,"263,340.00",Sell,24665,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,13,Equity,Director,Mukesh Mangalbhai Patel,00053892,11687,0.00%,98,"123,480.00",Sell,11589,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,14,Equity,Directors Immediate Relative,Jigar Mukesh Patel,,8766,0.00%,73,"91,980.00",Sell,8693,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:47:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1852_20260620_144727382_WEB.html,532321,ZYDUSLIFE,NOTLISTED,DHAVAL N. SONI,Company Secretary and Compliance Officer,15,Equity,KMP,Tushar Dhansukh Shroff,,650,0.00%,5,"6,300.00",Sell,645,0.00%,17-06-2026,17-06-2026,Buy Back,18-06-2026,,
NINSYS,Nintec Systems Limited,Regulation 7 (2),Original,20-Jun-2026 13:28:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_132858206_WEB.html,539843,NINSYS,NOTLISTED,Disha Shah,Company Secretary and Compliance Officer,1,Equity,Promoter and Director,Niraj Chhaganraj Gemawat,00030749,3399366,18.30%,1000,"700,662.00",Buy,3400366,18.31%,19-06-2026,19-06-2026,Market Purchase,19-06-2026,,
NINSYS,Nintec Systems Limited,Regulation 7 (2),Original,20-Jun-2026 13:28:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_132858206_WEB.html,539843,NINSYS,NOTLISTED,Disha Shah,Company Secretary and Compliance Officer,2,Equity,Promoter and Director,Niraj Chhaganraj Gemawat,00030749,3400366,18.31%,1000,"710,907.00",Buy,3401366,18.31%,19-06-2026,19-06-2026,Market Purchase,19-06-2026,,
NINSYS,Nintec Systems Limited,Regulation 7 (2),Original,20-Jun-2026 13:28:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_132858206_WEB.html,539843,NINSYS,NOTLISTED,Disha Shah,Company Secretary and Compliance Officer,3,Equity,Promoter and Director,Niraj Chhaganraj Gemawat,00030749,3401366,18.31%,500,"359,598.00",Buy,3401866,18.31%,19-06-2026,19-06-2026,Market Purchase,19-06-2026,,
NINSYS,Nintec Systems Limited,Regulation 7 (2),Original,20-Jun-2026 13:28:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_132858206_WEB.html,539843,NINSYS,NOTLISTED,Disha Shah,Company Secretary and Compliance Officer,4,Equity,Promoter and Director,Niraj Chhaganraj Gemawat,00030749,3401866,18.31%,200,"144,000.00",Buy,3402066,18.31%,19-06-2026,19-06-2026,Market Purchase,19-06-2026,,
NINSYS,Nintec Systems Limited,Regulation 7 (2),Original,20-Jun-2026 13:28:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_132858206_WEB.html,539843,NINSYS,NOTLISTED,Disha Shah,Company Secretary and Compliance Officer,5,Equity,Promoter and Director,Niraj Chhaganraj Gemawat,00030749,3402066,18.31%,1000,"720,000.00",Buy,3403066,18.32%,19-06-2026,19-06-2026,Market Purchase,19-06-2026,,
NINSYS,Nintec Systems Limited,Regulation 7 (2),Original,20-Jun-2026 13:28:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_132858206_WEB.html,539843,NINSYS,NOTLISTED,Disha Shah,Company Secretary and Compliance Officer,6,Equity,Promoter and Director,Niraj Chhaganraj Gemawat,00030749,3403066,18.32%,300,"216,000.00",Buy,3403366,18.32%,19-06-2026,19-06-2026,Market Purchase,19-06-2026,,
STEL,STEL HOLDINGS LIMITED,Regulation 7 (2),Original,19-Jun-2026 23:09:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_4020_20260619_230912585_WEB.html,533316,STEL,NOTLISTED,SRUTHI SINDHU,Company Secretary and Compliance Officer,1,Equity,Promoter Group,SOFREAL MERCANTRADE PRIVATE LTD,U51103MH2012PTC236810,204629,1.11%,1921,"1,113,057.00",Buy,206550,1.12%,17-06-2026,17-06-2026,Market Purchase,19-06-2026,,
STEL,STEL HOLDINGS LIMITED,Regulation 7 (2),Original,19-Jun-2026 23:09:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_4020_20260619_230912585_WEB.html,533316,STEL,NOTLISTED,SRUTHI SINDHU,Company Secretary and Compliance Officer,2,Equity,Promoter Group,SOFREAL MERCANTRADE PRIVATE LTD,U51103MH2012PTC236810,206550,1.12%,13544,"8,115,025.00",Buy,220094,1.19%,18-06-2026,18-06-2026,Market Purchase,19-06-2026,,
RELTD,Ravindra Energy Limited,Regulation 7 (2),Original,19-Jun-2026 22:11:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_23918_20260619_221137610_WEB.html,504341,RELTD,NOTLISTED,Madhukar Shipurkar,Company Secretary and Compliance Officer,1,Any other instrument,Promoter,Khandepar Investments Private Limited,U65910KA1997PTC022644,6412093,32.33%,3585077,"3,585,077.00",Sell,2827016,14.25%,18-06-2026,19-06-2026,Off Market,19-06-2026,,
APLLTD,Alembic Pharmaceuticals Limited,Regulation 7 (2),Original,19-Jun-2026 19:09:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_5232_20260619_190952608_WEB.html,533573,APLLTD,NOTLISTED,Manisha Saraf,Company Secretary and Compliance Officer,1,Equity,Promoter Group,Nirayu Private Limited,U28100GJ1971PTC098778,70328532,35.78%,3278,"2,437,173.00",Buy,70331810,35.78%,18-06-2026,18-06-2026,Market Purchase,19-06-2026,,
DOMS,DOMS INDUSTRIES LIMITED,Regulation 7 (2),Original,19-Jun-2026 18:44:15,https://nsearchives.nseindia.com/corporate/ixbrl/IT_22419_20260619_184415280_WEB.html,544045,DOMS,NOTLISTED,Mitesh Padia,Company Secretary and Compliance Officer,1,Equity,Promoter,FILA Fabbrica Italiana Lapis Ed Affini Spa,,15787746,26.01%,4248184,"9,347,431,131.00",Sell,11539562,19.01%,17-06-2026,17-06-2026,Market Sale,18-06-2026,,
KABRAEXTRU,KABRA EXTRUSION TECHNIK LIMITED,Regulation 7 (2),Original,19-Jun-2026 18:07:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_690_20260619_180736802_WEB.html,524109,KABRAEXTRU,NOTLISTED,SHILPA RATHI,Company Secretary and Compliance Officer,1,Equity,Promoter Group,Kolsite Corporation LLP,00000000,3807295,10.89%,250000,"59,736,002.00",Sell,3557295,10.17%,17-06-2026,19-06-2026,Market Sale,19-06-2026,,
KABRAEXTRU,KABRA EXTRUSION TECHNIK LIMITED,Regulation 7 (2),Original,19-Jun-2026 18:07:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_690_20260619_180736802_WEB.html,524109,KABRAEXTRU,NOTLISTED,SHILPA RATHI,Company Secretary and Compliance Officer,2,Equity,Promoter,Anand Kabra,00016010,6364055,18.20%,125000,"29,874,591.00",Buy,6489055,18.55%,17-06-2026,19-06-2026,Market Purchase,19-06-2026,,
KABRAEXTRU,KABRA EXTRUSION TECHNIK LIMITED,Regulation 7 (2),Original,19-Jun-2026 18:07:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_690_20260619_180736802_WEB.html,524109,KABRAEXTRU,NOTLISTED,SHILPA RATHI,Company Secretary and Compliance Officer,3,Equity,Promoter,Ekta Kabra,07088898,3267600,9.34%,125000,"29,875,691.00",Buy,3392600,9.70%,17-06-2026,19-06-2026,Market Purchase,19-06-2026,,
CENTUM,CENTUM ELECTRONICS LIMITED,Regulation 7 (2),Original,19-Jun-2026 17:45:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2659_20260619_174518177_WEB.html,517544,CENTUM,NOTLISTED,INDU H S,Company Secretary and Compliance Officer,1,Equity,Other,K S Desikan,,45007,0.30%,3000,"10,720,871.00",Sell,42007,0.29%,18-06-2026,18-06-2026,Market Sale,19-06-2026,,
MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:55:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_279_20260619_155552507_WEB.html,501343,MOTOGENFIN,NOTLISTED,M.K. MADAN,Company Secretary and Compliance Officer,1,Equity,Promoter Group,RAM PRAKASH & CO.(P) LTD,,2963042,7.65%,14959,"448,770.00",Buy,2978001,7.69%,19-06-2026,19-06-2026,Market Purchase,19-06-2026,,
JMA,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED,Regulation 7 (2),Original,19-Jun-2026 14:58:22,https://nsearchives.nseindia.com/corporate/ixbrl/IT_11641_20260619_145822074_WEB.html,000000,JMA,NOTLISTED,RAMKESH PAL,Company Secretary and Compliance Officer,1,Equity,Promoter and Director,Shuchi Arora,00093201,1867311,8.18%,7206400,0.00,Buy,9073711,39.73%,17-06-2026,17-06-2026,Inheritance,19-06-2026,,
SPAL,S. P. APPARELS LIMITED,Regulation 7 (2),Original,19-Jun-2026 13:51:12,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14100_20260619_135112291_WEB.html,540048,SPAL,NOTLISTED,K. Vinodhini,Company Secretary and Compliance Officer,1,Equity,Designated Person,P.V Jeeva,,16795,0.07%,2245,"1,911,700.00",Sell,14550,0.06%,03-06-2026,15-06-2026,ESOP,17-06-2026,,
STYLAMIND,STYLAM INDUSTRIES LIMITED,Regulation 7 (2),Original,19-Jun-2026 13:04:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19048_20260619_130425809_WEB.html,526951,STYLAMIND,NOTLISTED,Dhiraj Kheriwal,Company Secretary and Compliance Officer,1,Equity,Promoter,Jagdish Gupta,,3164762,18.67%,1281786,"2,884,018,500.00",Sell,1882976,11.11%,17-06-2026,17-06-2026,Off Market,18-06-2026,,
STYLAMIND,STYLAM INDUSTRIES LIMITED,Regulation 7 (2),Original,19-Jun-2026 13:04:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19048_20260619_130425809_WEB.html,526951,STYLAMIND,NOTLISTED,Dhiraj Kheriwal,Company Secretary and Compliance Officer,2,Equity,Promoter,Nidhi Gupta,,368200,2.17%,368200,"828,450,000.00",Sell,0,0.00%,17-06-2026,17-06-2026,Off Market,18-06-2026,,
STYLAMIND,STYLAM INDUSTRIES LIMITED,Regulation 7 (2),Original,19-Jun-2026 13:04:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19048_20260619_130425809_WEB.html,526951,STYLAMIND,NOTLISTED,Dhiraj Kheriwal,Company Secretary and Compliance Officer,3,Equity,Promoter,Saru Gupta,,66254,0.39%,66254,"149,071,500.00",Sell,0,0.00%,17-06-2026,17-06-2026,Off Market,18-06-2026,,
ECLERX,eClerx Services Ltd,Regulation 7 (2),Original,19-Jun-2026 12:04:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2698_20260619_120447272_WEB.html,532927,ECLERX,NOTLISTED,Pratik Bhanushali,Company Secretary and Compliance Officer,1,Equity,Trust,Eclerx Employee Welfare,,2075460,2.21%,2110,"1,497,910.00",Sell,2073350,2.20%,16-06-2026,16-06-2026,Off Market,18-06-2026,,
ECLERX,eClerx Services Ltd,Regulation 7 (2),Original,19-Jun-2026 12:04:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2698_20260619_120447272_WEB.html,532927,ECLERX,NOTLISTED,Pratik Bhanushali,Company Secretary and Compliance Officer,2,Equity,Trust,Eclerx Employee Welfare,,2073350,2.20%,2567,"1,822,339.00",Sell,2070783,2.20%,16-06-2026,16-06-2026,Off Market,18-06-2026,,
ECLERX,eClerx Services Ltd,Regulation 7 (2),Original,19-Jun-2026 12:04:47,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2698_20260619_120447272_WEB.html,532927,ECLERX,NOTLISTED,Pratik Bhanushali,Company Secretary and Compliance Officer,3,Equity,Trust,Eclerx Employee Welfare,,2070783,2.20%,1696,"1,215,438.00",Sell,2069087,2.20%,16-06-2026,16-06-2026,Off Market,18-06-2026,,
CENTUM,CENTUM ELECTRONICS LIMITED,Regulation 7 (2),Original,18-Jun-2026 22:55:22,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2659_20260618_225522606_WEB.html,517544,CENTUM,NOTLISTED,INDU H S,Company Secretary and Compliance Officer,1,Equity,Designated Person,Jagadish Singh,,8200,0.06%,1400,"5,068,000.00",Sell,6800,0.05%,15-06-2026,15-06-2026,Market Sale,17-06-2026,,
CENTUM,CENTUM ELECTRONICS LIMITED,Regulation 7 (2),Original,18-Jun-2026 22:55:22,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2659_20260618_225522606_WEB.html,517544,CENTUM,NOTLISTED,INDU H S,Company Secretary and Compliance Officer,2,Equity,Designated Person,Vinod Srinivasrao Chippalkatti,,15538,0.11%,1000,"3,600,000.00",Sell,14538,0.10%,16-06-2026,16-06-2026,Market Sale,18-06-2026,,
