Symbol,Company Name,Regulation,Type of Submission,Broadcast Date/Time,Details URL,Scrip Code,NSE Symbol,MSEI Symbol,Name of Signatory,Designation of Signatory,Sr. No.,Type of Instrument,Category of Person,Name of Person,CIN/DIN,Securities Held Prior (No.),Securities Held Prior (%),Securities Acquired/Disposed (No.),Securities Acquired/Disposed (Value),Transaction Type,Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Date of Intimation,Exchange,Notes
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,22-Jun-2026 19:04:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21921_20260622_190408450_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,3,Equity,Employee,MANDAR DATTATRAYA DOMGAONKAR,,2500,0.00%,500,"801,590.00",Sell,2000,0.00%,11-05-2026,11-05-2026,Market Sale,20-06-2026,,
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,22-Jun-2026 19:04:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21921_20260622_190408450_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,4,Equity,Employee,MANDAR DATTATRAYA DOMGAONKAR,,2000,0.00%,250,"481,250.00",Sell,1750,0.00%,19-06-2026,19-06-2026,Market Sale,20-06-2026,,
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,22-Jun-2026 19:04:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21921_20260622_190408450_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,5,Equity,Designated Person,RAMESH CHANDRA SAHU,,5155,0.01%,620,"954,180.00",Sell,4535,0.01%,11-05-2026,11-05-2026,Market Sale,20-06-2026,,
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,22-Jun-2026 19:04:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21921_20260622_190408450_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,6,Equity,Designated Person,RAMESH CHANDRA SAHU,,4535,0.01%,2500,"4,822,512.00",Sell,2035,0.00%,19-06-2026,19-06-2026,Market Sale,20-06-2026,,
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,22-Jun-2026 19:04:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21921_20260622_190408450_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,7,Equity,Employee,PIYUSH P CHOUTHKANTHIWAR,,1900,0.00%,600,"955,560.00",Sell,1300,0.00%,08-06-2026,08-06-2026,Market Sale,22-06-2026,,
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,22-Jun-2026 19:04:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21921_20260622_190408450_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,8,Equity,Employee,PIYUSH P CHOUTHKANTHIWAR,,1300,0.00%,300,"597,650.00",Sell,1000,0.00%,22-06-2026,22-06-2026,Market Sale,22-06-2026,,
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,22-Jun-2026 19:04:08,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21921_20260622_190408450_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,9,Equity,Designated Person,JITENDRA RAJARAM SHAH,,8200,0.01%,2500,"1,000,000.00",Buy,10700,0.02%,22-06-2026,22-06-2026,ESOS,22-06-2026,,
EVEREADY,EVEREADY INDUSTRIES INDIA LIMITED,Regulation 7 (3),Original,22-Jun-2026 18:40:29,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2275_20260622_184029056_WEB.html,531508,EVEREADY,NOTLISTED,SHAMPA GHOSH RAY,,1,Equity,Connected Person,Nexome Capital Markets Limited,L74300WB1983PLC036342,79948,0.11%,20002,"7,323,224.00",Buy,99950,0.14%,22-06-2026,22-06-2026,Market Purchase,22-06-2026,,
SAFARI,SAFARI INDUSTRIES (INDIA) LIMITED,Regulation 7 (2),Original,22-Jun-2026 17:29:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17590_20260622_172920583_WEB.html,523025,SAFARI,NOTLISTED,ABHIJAAT SINHA,,1,Equity,KMP,VINEET PODDAR,,80000,0.16%,5000,"8,321,126.00",Sell,75000,0.15%,17-06-2026,19-06-2026,Market Sale,22-06-2026,,
SAFARI,SAFARI INDUSTRIES (INDIA) LIMITED,Regulation 7 (2),Original,22-Jun-2026 17:29:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17590_20260622_172920583_WEB.html,523025,SAFARI,NOTLISTED,ABHIJAAT SINHA,,2,Equity,Designated Person,NIDHISH GARG,,1624,0.01%,1624,"2,652,885.00",Sell,0,0.00%,15-06-2026,17-06-2026,Market Sale,18-06-2026,,
REMSONSIND,REMSONS INDUSTRIES LIMITED,Regulation 7 (2),Original,22-Jun-2026 16:42:31,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1286_20260622_164231141_WEB.html,530919,REMSONSIND,NOTLISTED,ROHIT DARJI,,1,Equity,Promoter,Krishna Radhakrishna Kejriwal,00513788,8290895,23.77%,25000,"2,043,500.00",Sell,8265895,23.70%,08-06-2026,08-06-2026,Market Sale,08-06-2026,,
REMSONSIND,REMSONS INDUSTRIES LIMITED,Regulation 7 (2),Original,22-Jun-2026 16:42:31,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1286_20260622_164231141_WEB.html,530919,REMSONSIND,NOTLISTED,ROHIT DARJI,,2,Equity,Promoter,Krishna Radhakrishna Kejriwal,00513788,8265895,23.70%,100000,"8,625,000.00",Sell,8165895,23.41%,18-06-2026,18-06-2026,Market Sale,18-06-2026,,
REMSONSIND,REMSONS INDUSTRIES LIMITED,Regulation 7 (2),Original,22-Jun-2026 16:42:31,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1286_20260622_164231141_WEB.html,530919,REMSONSIND,NOTLISTED,ROHIT DARJI,,3,Equity,Promoter,Krishna Radhakrishna Kejriwal,00513788,8165895,23.41%,100000,"8,521,000.00",Sell,8065895,23.13%,19-06-2026,19-06-2026,Market Sale,19-06-2026,,
REMSONSIND,REMSONS INDUSTRIES LIMITED,Regulation 7 (2),Original,22-Jun-2026 16:42:31,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1286_20260622_164231141_WEB.html,530919,REMSONSIND,NOTLISTED,ROHIT DARJI,,4,Equity,Promoter,Krishna Radhakrishna Kejriwal,00513788,8065895,23.13%,50000,"8,015,895.00",Sell,8015895,22.98%,22-06-2026,22-06-2026,Market Sale,22-06-2026,,
NCC,NCC LIMITED,Regulation 7 (2),Original,22-Jun-2026 15:10:44,https://nsearchives.nseindia.com/corporate/ixbrl/IT_917_20260622_151044722_WEB.html,500294,NCC,NOTLISTED,A KARTHIK,,1,Equity,Promoter,Sirisha Projects Private Limited,U45200TG2005PTC045884,24313434,3.87%,40000,"6,121,600.00",Buy,24353434,3.88%,18-06-2026,18-06-2026,Market Purchase,20-06-2026,,
FIBERWEB,Fiberweb (India) Limited,Regulation 7 (2),Original,22-Jun-2026 14:22:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19088_20260622_142226782_WEB.html,507910,FIBERWEB,NOTLISTED,Krutika Shah,,1,Equity,Promoter and Director,Pravin V Sheth,00138797,1675565,5.82%,17695,"524,254.00",Buy,1693260,5.88%,17-06-2026,19-06-2026,Market Purchase,22-06-2026,,
FIBERWEB,Fiberweb (India) Limited,Regulation 7 (2),Original,22-Jun-2026 14:22:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19088_20260622_142226782_WEB.html,507910,FIBERWEB,NOTLISTED,Krutika Shah,,2,Equity,Promoter Group,GAYATRI PIPES AND FITTINGS PRIVATE LIMITED,,3581535,12.44%,7000,"207,781.00",Buy,3588535,12.46%,16-06-2026,16-06-2026,Market Purchase,22-06-2026,,
AURUM,Aurum PropTech Limited,Regulation 7 (2),Original,22-Jun-2026 10:58:04,https://nsearchives.nseindia.com/corporate/ixbrl/IT_12987_20260622_105804505_WEB.html,539289,AURUM,NOTLISTED,Pranali Desale,,1,Equity,Promoter,Aurum RealEstate Developers Limited,U45400MH2007FLC174767,36673355,47.84%,25000,"5,097,745.00",Buy,36698355,47.87%,19-06-2026,19-06-2026,Market Purchase,19-06-2026,,
GRMOVER,GRM OVERSEAS LIMITED,Regulation 7 (2),Original,20-Jun-2026 18:53:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20861_20260620_185302006_WEB.html,531449,GRMOVER,NOTLISTED,SACHIN NARANG,,1,Equity,Promoter and Director,Mamta Garg,05110727,41749378,20.15%,99546,"9,288,336.00",Buy,41848924,20.20%,17-06-2026,17-06-2026,Market Purchase,18-06-2026,,
USHAMART,USHA MARTIN LIMITED,Regulation 7 (2),Original,20-Jun-2026 16:37:18,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1938_20260620_163718500_WEB.html,517146,USHAMART,NOTLISTED,MANISH AGARWAL,,1,Equity,Promoter Group,Peterhouse Investments India Limited,U31300WB1979PLC032347,1696529,0.56%,816,"408,000.00",Sell,1695713,0.56%,18-06-2026,18-06-2026,Market Sale,19-06-2026,,
AIAENG,AIA Engineering Limited,Regulation 7 (3),Original,20-Jun-2026 15:11:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2339_20260620_151130576_WEB.html,532683,AIAENG,NOTLISTED,S. N. Jetheliya,,1,Equity,Connected Person,Balkrishna Fatehlal Shah,,26105,0.03%,900,"4,261,797.00",Sell,25205,0.03%,19-06-2026,19-06-2026,Market Sale,19-06-2026,,
MAZDA,MAZDA LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:48:29,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14337_20260620_144829220_WEB.html,523792,MAZDA,NOTLISTED,NISHITH KAYASTH,,1,Equity,Promoter and Director,SHANAYA MODY KHATUA,01241585,6312571,31.52%,7000,"1,686,886.00",Buy,6319571,31.56%,18-06-2026,18-06-2026,Market Purchase,19-06-2026,,
MAZDA,MAZDA LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:48:29,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14337_20260620_144829220_WEB.html,523792,MAZDA,NOTLISTED,NISHITH KAYASTH,,2,Equity,Director,PERCY XEREX AVARI,00499114,2036940,10.17%,10950,"2,504,073.00",Buy,2047890,10.23%,01-06-2026,19-06-2026,Market Purchase,19-06-2026,,
MSPL,MSP STEEL & POWER LIMITED,Regulation 7 (2),Original,20-Jun-2026 14:29:25,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260620_142925421_WEB.html,532650,MSPL,NOTLISTED,SHREYA KAR,,1,Equity,Promoter Group,Ilex Private Limited,U28991WB1976PTC030724,16518500,2.92%,645000,"27,250,992.00",Buy,17163500,3.03%,15-06-2026,15-06-2026,Market Purchase,17-06-2026,,
MAZDA,MAZDA LIMITED,Regulation 7 (2),Original,20-Jun-2026 12:54:51,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14337_20260620_125451119_WEB.html,523792,MAZDA,NOTLISTED,NISHITH KAYASTH,,1,Equity,Promoter and Director,SHANAYA MODY KHATUA,01241585,6312571,31.52%,7000,"1,686,886.00",Buy,6319571,31.56%,18-06-2026,18-06-2026,Market Purchase,19-06-2026,,
MAZDA,MAZDA LIMITED,Regulation 7 (2),Original,20-Jun-2026 12:54:51,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14337_20260620_125451119_WEB.html,523792,MAZDA,NOTLISTED,NISHITH KAYASTH,,2,Equity,Director,PERCY XEREX AVARI,00499114,2036940,10.17%,10950,"2,504,073.00",Buy,2047890,10.23%,01-06-2026,19-06-2026,Market Purchase,19-06-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,19-Jun-2026 23:03:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260619_230325936_WEB.html,542772,360ONE,NA,Rohit Bhase,,1,Equity,Designated Person,VIPUL MURJI GALA,,872,0.00%,872,"1,007,186.00",Sell,0,0.00%,16-06-2026,16-06-2026,Market Sale,17-06-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,19-Jun-2026 23:03:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260619_230325936_WEB.html,542772,360ONE,NA,Rohit Bhase,,2,Equity,KMP,SANJAY TULSIO WADHWA,,11693,0.00%,5000,"5,720,400.00",Sell,6693,0.00%,16-06-2026,16-06-2026,Market Sale,17-06-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,19-Jun-2026 23:03:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260619_230325936_WEB.html,542772,360ONE,NA,Rohit Bhase,,3,Equity,Designated Person,NIKUNJ KEDIA,,30207,0.01%,21316,"24,624,352.00",Sell,8891,0.00%,16-06-2026,18-06-2026,Market Sale,18-06-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,19-Jun-2026 23:03:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260619_230325936_WEB.html,542772,360ONE,NA,Rohit Bhase,,4,Equity,Designated Person,SAMRAT BOSE,,102500,0.03%,2500,"2,867,500.00",Sell,100000,0.02%,18-06-2026,18-06-2026,Market Sale,18-06-2026,,
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,19-Jun-2026 20:22:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21921_20260619_202258606_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,1,Equity,Designated Person,JAIRAJ KRISHNA HEMMADY,,5500,0.01%,1500,"2,625,000.00",Sell,4000,0.01%,17-06-2026,17-06-2026,Market Sale,18-06-2026,,
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,19-Jun-2026 20:22:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21921_20260619_202258606_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,2,Equity,Employee,ANAND RAMESH KUVAR,,4010,0.01%,500,"834,000.00",Sell,3510,0.01%,25-05-2026,25-05-2026,Market Sale,18-06-2026,,
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,19-Jun-2026 20:22:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21921_20260619_202258606_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,3,Equity,Employee,ANAND RAMESH KUVAR,,3510,0.01%,500,"895,500.00",Sell,3010,0.00%,17-06-2026,17-06-2026,Market Sale,18-06-2026,,
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Regulation 7 (2),Original,19-Jun-2026 20:22:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21921_20260619_202258606_WEB.html,505283,KIRLPNU,NOTLISTED,JITENDRA R. SHAH,,4,Equity,Employee,DHEERAJ JAYSING JADHAV,,2400,0.00%,1300,"2,329,600.00",Sell,1100,0.00%,17-06-2026,17-06-2026,Market Sale,18-06-2026,,
AXISBANK,Axis Bank Limited,Regulation 7 (3),Original,19-Jun-2026 19:07:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1693_20260619_190740647_WEB.html,532215,AXISBANK,NOTLISTED,Sandeep Poddar,,1,Equity,Connected Person,Monish Saraf,,6000,0.00%,2000,"2,716,000.00",Sell,4000,0.00%,18-06-2026,18-06-2026,Market Sale,18-06-2026,,
DOMS,DOMS INDUSTRIES LIMITED,Regulation 7 (2),Original,19-Jun-2026 18:39:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_22419_20260619_183914526_WEB.html,544045,DOMS,NOTLISTED,Mitesh Padia,,1,Equity,Promoter,FILA Fabbrica Italiana Lapis Ed Affini Spa,,15787746,26.01%,4248184,"9,347,431,131.00",Sell,11539562,19.01%,17-06-2026,17-06-2026,Market Sale,18-06-2026,,
LALPATHLAB,DR. LAL PATHLABS LIMITED,Regulation 7 (2),Original,19-Jun-2026 18:03:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13310_20260619_180341754_WEB.html,539524,LALPATHLAB,NOTLISTED,VINAY GUJRAL,,1,Equity,Designated Person,Munender Soperna,,37320,0.02%,1400,"2,442,928.00",Sell,35920,0.02%,21-05-2026,16-06-2026,Market Sale,18-06-2026,,
LALPATHLAB,DR. LAL PATHLABS LIMITED,Regulation 7 (2),Original,19-Jun-2026 18:03:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13310_20260619_180341754_WEB.html,539524,LALPATHLAB,NOTLISTED,VINAY GUJRAL,,2,Equity,Designated Person,Munender Soperna,,35920,0.02%,400,"693,200.00",Sell,35520,0.02%,16-06-2026,16-06-2026,Market Sale,18-06-2026,,
LALPATHLAB,DR. LAL PATHLABS LIMITED,Regulation 7 (2),Original,19-Jun-2026 18:03:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13310_20260619_180341754_WEB.html,539524,LALPATHLAB,NOTLISTED,VINAY GUJRAL,,3,Equity,Designated Person,Punit Sharma,,1520,0.00%,1000,"1,722,953.00",Sell,520,0.00%,16-06-2026,16-06-2026,Market Sale,18-06-2026,,
LALPATHLAB,DR. LAL PATHLABS LIMITED,Regulation 7 (2),Original,19-Jun-2026 18:03:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13310_20260619_180341754_WEB.html,539524,LALPATHLAB,NOTLISTED,VINAY GUJRAL,,4,Equity,Designated Person,Amit Aggarwal,,1500,0.00%,1000,"1,742,000.00",Sell,500,0.00%,16-06-2026,16-06-2026,Market Sale,18-06-2026,,
LALPATHLAB,DR. LAL PATHLABS LIMITED,Regulation 7 (2),Original,19-Jun-2026 18:03:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13310_20260619_180341754_WEB.html,539524,LALPATHLAB,NOTLISTED,VINAY GUJRAL,,5,Equity,Designated Person,Amit Aggarwal,,500,0.00%,500,"896,000.00",Sell,0,0.00%,16-06-2026,16-06-2026,Market Sale,18-06-2026,,
LALPATHLAB,DR. LAL PATHLABS LIMITED,Regulation 7 (2),Original,19-Jun-2026 18:03:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13310_20260619_180341754_WEB.html,539524,LALPATHLAB,NOTLISTED,VINAY GUJRAL,,6,Equity,Designated Person,Abhishek Maini,,0,0.00%,500,"543,735.00",Buy,500,0.00%,27-05-2026,27-05-2026,ESOP,18-06-2026,,
LALPATHLAB,DR. LAL PATHLABS LIMITED,Regulation 7 (2),Original,19-Jun-2026 18:03:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13310_20260619_180341754_WEB.html,539524,LALPATHLAB,NOTLISTED,VINAY GUJRAL,,7,Equity,Designated Person,Abhishek Maini,,500,0.00%,500,"865,050.00",Sell,0,0.00%,16-06-2026,16-06-2026,Market Sale,18-06-2026,,
DLINKINDIA,D-Link (India) Limited,Regulation 7 (3),Original,19-Jun-2026 17:32:03,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3008_20260619_173202972_WEB.html,533146,DLINKINDIA,NOTLISTED,Shrinivas Adikesar,,1,Equity,Connected Person,MUKESH TIRTHDAS LULLA,00524435,2044959,5.76%,100000,"51,988,750.00",Sell,1944959,5.48%,18-06-2026,18-06-2026,Market Sale,19-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,1,Equity,Employee,M. Ratna Kishore,,0,0.00%,10000,"3,780,000.00",Buy,10000,0.00%,17-06-2026,17-06-2026,ESOP,18-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,2,Equity,Employee,K. Pavan Kumar,,0,0.00%,7000,"2,646,000.00",Buy,7000,0.00%,17-06-2026,17-06-2026,ESOP,17-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,3,Equity,Employee,P. Karthik,,0,0.00%,7000,"2,646,000.00",Buy,7000,0.00%,17-06-2026,17-06-2026,ESOP,17-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,4,Equity,Employee,R. Prem Kiran,,12000,0.00%,10000,"3,780,000.00",Buy,22000,0.01%,17-06-2026,17-06-2026,ESOP,17-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,5,Equity,Employee,P. Srinivas,,0,0.00%,10000,"3,780,000.00",Buy,10000,0.00%,17-06-2026,17-06-2026,ESOP,18-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,6,Equity,Employee,Chittari Bhavani Sankar,,0,0.00%,7000,"2,646,000.00",Buy,7000,0.00%,17-06-2026,17-06-2026,ESOP,18-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,7,Equity,Employee,DVLN Raju,,0,0.00%,10000,"3,780,000.00",Buy,10000,0.00%,17-06-2026,17-06-2026,ESOP,19-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,8,Equity,Employee,Baratam Laxmi Prasad,,0,0.00%,7500,"2,835,000.00",Buy,7500,0.00%,17-06-2026,17-06-2026,ESOP,17-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,9,Equity,Employee,Byreddi Tavitinaidu,,0,0.00%,3200,"1,209,600.00",Buy,3200,0.00%,17-06-2026,17-06-2026,ESOP,18-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,10,Equity,Employee,N. Suresh Chandra Rao,,0,0.00%,10000,"3,780,000.00",Buy,10000,0.00%,17-06-2026,17-06-2026,ESOP,19-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,11,Equity,Employee,B. Kiran Kumar,,0,0.00%,7000,"2,646,000.00",Buy,7000,0.00%,17-06-2026,17-06-2026,ESOP,18-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,12,Equity,KMP,GRK Prasad,,0,0.00%,14000,"5,292,000.00",Buy,14000,0.00%,17-06-2026,17-06-2026,ESOP,17-06-2026,,
NAVA,NAVA LIMITED,Regulation 7 (2),Original,19-Jun-2026 15:20:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260619_152036671_WEB.html,513023,NAVA,NOTLISTED,VSN RAJU,,13,Equity,KMP,VSN Raju,,0,0.00%,14000,"5,292,000.00",Buy,14000,0.00%,17-06-2026,17-06-2026,ESOP,18-06-2026,,
HAPPYFORGE,HAPPY FORGINGS LIMITED,Regulation 7 (2),Original,19-Jun-2026 14:46:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_22370_20260619_144637846_WEB.html,544057,HAPPYFORGE,NOTLISTED,BINDU GARG,,1,Equity,Designated Person,GURJINDER SINGH,,165,0.00%,161,"226,825.00",Sell,4,0.00%,18-06-2026,18-06-2026,Market Sale,18-06-2026,,
HAPPYFORGE,HAPPY FORGINGS LIMITED,Regulation 7 (2),Original,19-Jun-2026 14:46:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_22370_20260619_144637846_WEB.html,544057,HAPPYFORGE,NOTLISTED,BINDU GARG,,2,Equity,Designated Person,MANISHA,,1530,0.00%,200,"276,000.00",Sell,1330,0.00%,15-06-2026,15-06-2026,Market Sale,18-06-2026,,
HAPPYFORGE,HAPPY FORGINGS LIMITED,Regulation 7 (2),Original,19-Jun-2026 14:46:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_22370_20260619_144637846_WEB.html,544057,HAPPYFORGE,NOTLISTED,BINDU GARG,,3,Equity,Designated Person,MANISHA,,1330,0.00%,380,"515,698.00",Sell,950,0.00%,16-06-2026,16-06-2026,Market Sale,18-06-2026,,
HAPPYFORGE,HAPPY FORGINGS LIMITED,Regulation 7 (2),Original,19-Jun-2026 14:46:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_22370_20260619_144637846_WEB.html,544057,HAPPYFORGE,NOTLISTED,BINDU GARG,,4,Equity,Designated Person,MANISHA,,950,0.00%,600,"833,898.00",Sell,350,0.00%,17-06-2026,17-06-2026,Market Sale,18-06-2026,,
SPAL,S. P. APPARELS LIMITED,Regulation 7 (2),Original,19-Jun-2026 13:49:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14100_20260619_134902510_WEB.html,540048,SPAL,NOTLISTED,K. Vinodhini,,1,Equity,Designated Person,P.V Jeeva,,16795,0.07%,2245,"1,911,700.00",Sell,14550,0.06%,03-06-2026,15-06-2026,ESOP,17-06-2026,,
STYLAMIND,STYLAM INDUSTRIES LIMITED,Regulation 7 (2),Original,19-Jun-2026 12:59:56,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19048_20260619_125956708_WEB.html,526951,STYLAMIND,NOTLISTED,Dhiraj Kheriwal,,1,Equity,Promoter,"Aica Kogyo Company, Limited",,5062984,29.87%,1716240,"3,861,540,000.00",Buy,6779224,40.00%,17-06-2026,17-06-2026,Off Market,18-06-2026,,
RISHABH,RISHABH INSTRUMENTS LIMITED,Regulation 7 (2),Original,19-Jun-2026 11:13:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21507_20260619_111332306_WEB.html,543977,RISHABH,NOTLISTED,Ajinkya Joglekar,,1,Equity,KMP,Mr. Dineshkumar Musalekar,L31100MH1982PLC028406,186000,0.48%,10000,"5,700,000.00",Sell,176000,0.45%,18-06-2026,18-06-2026,Market Sale,18-06-2026,,
