Symbol,Company Name,Regulation,Type of Submission,Broadcast Date/Time,Details URL,Scrip Code,NSE Symbol,MSEI Symbol,Name of Signatory,Designation of Signatory,Sr. No.,Type of Instrument,Category of Person,Name of Person,CIN/DIN,Securities Held Prior (No.),Securities Held Prior (%),Securities Acquired/Disposed (No.),Securities Acquired/Disposed (Value),Transaction Type,Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Date of Intimation,Exchange,Notes
ASTERDM,Aster DM Quality Care Limited,Regulation 7 (2),Original,02-Sep-2026 20:28:54,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15805_20260902_202854340_WEB.html,540975,ASTERDM,NOTLISTED,Hemish Purushottam,,2,Equity,Promoter Group,Union (Mauritius) Holdings Limited,,20071696,2.30%,295823,"223,758,239.00",Buy,20367519,2.34%,01-09-2026,01-09-2026,Market Purchase,02-09-2026,,
ASTERDM,Aster DM Quality Care Limited,Regulation 7 (2),Original,02-Sep-2026 20:28:54,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15805_20260902_202854340_WEB.html,540975,ASTERDM,NOTLISTED,Hemish Purushottam,,3,Equity,Promoter Group,Union (Mauritius) Holdings Limited,,20367519,2.34%,4609800,"3,503,448,000.00",Buy,24977319,2.87%,02-09-2026,02-09-2026,Market Purchase,02-09-2026,,
ECLERX,eClerx Services Ltd,Regulation 7 (2),Original,02-Sep-2026 18:44:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2698_20260902_184420275_WEB.html,532927,ECLERX,NOTLISTED,Pratik Bhanushali,,1,Equity,Trust,Eclerx Employee Welfare,,2187281,2.33%,16292,"31,672,990.00",Buy,2203573,2.34%,01-09-2026,01-09-2026,Market Purchase,01-09-2026,,
ECLERX,eClerx Services Ltd,Regulation 7 (2),Original,02-Sep-2026 18:44:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2698_20260902_184420275_WEB.html,532927,ECLERX,NOTLISTED,Pratik Bhanushali,,2,Equity,Trust,Eclerx Employee Welfare,,2203573,2.34%,15864,"31,673,199.00",Buy,2219437,2.36%,02-09-2026,02-09-2026,Market Purchase,02-09-2026,,
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Regulation 7 (2),Original,02-Sep-2026 16:59:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260902_165941294_WEB.html,532980,GOKUL,NOTLISTED,NIKHILKUMAR VADERA,,1,Equity,Promoter,Bhikhiben Balvantsinh Rajput,01054941,22955607,23.19%,25000,"1,040,110.00",Buy,22980607,23.21%,01-09-2026,01-09-2026,Market Purchase,02-09-2026,,
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,Regulation 7 (2),Original,02-Sep-2026 16:59:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2754_20260902_165941294_WEB.html,532980,GOKUL,NOTLISTED,NIKHILKUMAR VADERA,,2,Equity,Promoter,Bhikhiben Balvantsinh Rajput,01054941,22980607,23.19%,77000,"3,214,871.00",Buy,23057607,23.29%,01-09-2026,01-09-2026,Market Purchase,02-09-2026,,
MANAPPURAM,MANAPPURAM FINANCE LIMITED,Regulation 7 (2),Original,02-Sep-2026 16:25:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3317_20260902_162540347_WEB.html,531213,MANAPPURAM,NOTLISTED,APARNA MENON,,1,Equity,Designated Person,Satheeshkumar M,,5638,0.00%,1415,"493,323.00",Buy,7053,0.00%,20-08-2026,20-08-2026,Market Purchase,02-09-2026,,
MANAPPURAM,MANAPPURAM FINANCE LIMITED,Regulation 7 (2),Original,02-Sep-2026 16:25:40,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3317_20260902_162540347_WEB.html,531213,MANAPPURAM,NOTLISTED,APARNA MENON,,2,Equity,Designated Person,Satheeshkumar M,,7053,0.00%,2780,"959,830.00",Buy,9833,0.00%,31-08-2026,31-08-2026,Market Purchase,02-09-2026,,
ARMANFIN,ARMAN FINANCIAL SERVICES LIMITED,Regulation 7 (2),Original,02-Sep-2026 15:52:56,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13898_20260902_155256261_WEB.html,531179,ARMANFIN,NOTLISTED,AALOK PATEL,,1,Equity,Promoter Group,Himani A. Manakiwala,,4834,0.05%,500,"1,015,000.00",Sell,4334,0.04%,28-08-2026,28-08-2026,Market Sale,02-09-2026,,
ALICON,ALICON CASTALLOY LIMITED,Regulation 7 (2),Original,02-Sep-2026 12:29:28,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2440_20260902_122928546_WEB.html,531147,ALICON,NOTLISTED,SHAILENDRAJIT RAI,,1,Equity,Director,Jitendra Panjabi,01259252,7500,0.04%,2500,17.00,Buy,10000,0.06%,31-08-2026,31-08-2026,Market Purchase,01-09-2026,,
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,Regulation 7 (2),Original,02-Sep-2026 10:59:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260902_105914420_WEB.html,511589,AVONMORE,NOTLISTED,SONAL,,1,Equity,Promoter,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,U74899DL1994PTC057217,94684785,33.55%,10000,"133,250.00",Buy,94694785,33.55%,01-09-2026,01-09-2026,Market Purchase,02-09-2026,,
JSWENERGY,JSW Energy Limited,Regulation 7 (2),Original,01-Sep-2026 20:07:54,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3013_20260901_200754386_WEB.html,533148,JSWENERGY,NOTLISTED,Ms. Monica Chopra,,1,Equity,Trust,JSW Energy Employees Welfare Trust,,715972,0.04%,2318,"1,257,337.00",Sell,713654,0.04%,26-08-2026,26-08-2026,Market Sale,28-08-2026,,
JSWENERGY,JSW Energy Limited,Regulation 7 (2),Original,01-Sep-2026 20:07:54,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3013_20260901_200754386_WEB.html,533148,JSWENERGY,NOTLISTED,Ms. Monica Chopra,,2,Equity,Trust,JSW Energy Employees Welfare Trust,,713654,0.04%,1474,"798,649.00",Sell,712180,0.04%,27-08-2026,27-08-2026,Market Sale,31-08-2026,,
JSWENERGY,JSW Energy Limited,Regulation 7 (2),Original,01-Sep-2026 20:07:54,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3013_20260901_200754386_WEB.html,533148,JSWENERGY,NOTLISTED,Ms. Monica Chopra,,3,Equity,Trust,JSW Energy Employees Welfare Trust,,712180,0.04%,1865,"1,001,846.00",Sell,710315,0.04%,28-08-2026,28-08-2026,Market Sale,31-08-2026,,
ALEMBICLTD,Alembic Limited,Regulation 7 (2),Original,01-Sep-2026 19:19:49,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1817_20260901_191949048_WEB.html,506235,ALEMBICLTD,NOTLISTED,Keval Thakkar,,1,Equity,Promoter Group,Nirayu  Private Limited,U28100GJ1971PTC098778,162614283,63.33%,216969,"21,475,422.00",Buy,162831252,63.41%,31-08-2026,01-09-2026,Market Purchase,01-09-2026,,
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Regulation 7 (2),Original,01-Sep-2026 18:29:34,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2588_20260901_182934590_WEB.html,532842,SRHHYPOLTD,NOTLISTED,V Surekha,,1,Equity,Promoter Group,TGV Industries Private Limited,U28999AP2020PTC113982,19859,0.12%,2000,"993,490.00",Buy,21859,0.13%,01-09-2026,01-09-2026,Market Purchase,01-09-2026,,
KPIGREEN,KPI Green Energy Limited,Regulation 7 (2),Original,01-Sep-2026 17:08:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19804_20260901_170848267_WEB.html,542323,KPIGREEN,NOTLISTED,Krunal Bhatt,,1,Equity,Directors Immediate Relative,DHIMANTRAI CHANDRASHANKER JOSHI,,2660000,1.35%,25000,0.00,Sell,2635000,1.33%,24-08-2026,24-08-2026,Gift,01-09-2026,,
WSI,W S Industries (I) Limited,Regulation 7 (2),Original,01-Sep-2026 16:51:13,https://nsearchives.nseindia.com/corporate/ixbrl/IT_587_20260901_165113681_WEB.html,504220,WSI,NOTLISTED,V Balamurugan,,1,Equity,Promoter,S. Aravindan,,4671256,6.15%,1885,"114,991.00",Buy,4673141,6.16%,28-08-2026,28-08-2026,Market Purchase,01-09-2026,,
WSI,W S Industries (I) Limited,Regulation 7 (2),Original,01-Sep-2026 16:51:13,https://nsearchives.nseindia.com/corporate/ixbrl/IT_587_20260901_165113681_WEB.html,504220,WSI,NOTLISTED,V Balamurugan,,2,Equity,Promoter Group,Mamatha P,,1040187,1.37%,8067,"495,567.00",Buy,1048254,1.38%,28-08-2026,31-08-2026,Market Purchase,01-09-2026,,
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED,Regulation 7 (2),Original,01-Sep-2026 16:10:37,https://nsearchives.nseindia.com/corporate/ixbrl/IT_15598_20260901_161037604_WEB.html,543525,SILVERTUC,NOTLISTED,Rahul Girdharilal Advani,,1,Equity,Promoter and Director,Vipul Haridas Thakkar,00169558,26843760,21.17%,14000,"2,387,180.00",Buy,26857760,21.18%,31-08-2026,31-08-2026,Market Purchase,01-09-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,01-Sep-2026 15:39:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260901_153900566_WEB.html,542772,360ONE,NA,Rohit Bhase,,1,Equity,Designated Person,Niraj Murarka,,10000,0.00%,6385,"7,695,074.00",Sell,3615,0.00%,28-08-2026,28-08-2026,Market Sale,31-08-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,01-Sep-2026 15:39:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260901_153900566_WEB.html,542772,360ONE,NA,Rohit Bhase,,2,Equity,Designated Person,Arunava Roy,,1100,0.00%,1100,"1,326,567.00",Sell,0,0.00%,28-08-2026,28-08-2026,Market Sale,31-08-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,01-Sep-2026 15:39:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260901_153900566_WEB.html,542772,360ONE,NA,Rohit Bhase,,3,Equity,Designated Person,Vipul Gala,,2500,0.00%,1000,"1,167,000.00",Sell,1500,0.00%,31-08-2026,31-08-2026,Market Sale,01-09-2026,,
360ONE,360 ONE WAM LIMITED,Regulation 7 (2),Original,01-Sep-2026 15:39:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17593_20260901_153900566_WEB.html,542772,360ONE,NA,Rohit Bhase,,4,Equity,Designated Person,Mayur Patel,,130000,0.00%,50000,"58,786,500.00",Sell,80000,0.00%,31-08-2026,31-08-2026,Market Sale,01-09-2026,,
ADOR,ADOR WELDING LIMITED,Regulation 7 (2),Original,01-Sep-2026 15:10:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_301_20260901_151030392_WEB.html,517041,ADOR,NOTLISTED,VINAYAK M.BHIDE,,1,Equity,Director,Navroze Marshall,00085754,52656,0.30%,10000,"17,218,800.00",Sell,42656,0.24%,31-08-2026,31-08-2026,Market Sale,01-09-2026,,
CEATLTD,CEAT Limited,Regulation 7 (2),Original,01-Sep-2026 13:21:01,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2711_20260901_132101443_WEB.html,500878,CEATLTD,NOTLISTED,Gaurav Tongia,,1,Equity,Employee,Jignesh Gopal Sharda,,0,0.00%,1000,"3,511,500.00",Buy,1000,0.00%,28-08-2026,28-08-2026,Off Market,31-08-2026,,
LIBAS,Libas Consumer Products Limited,Regulation 7 (2),Original,01-Sep-2026 11:32:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14456_20260901_113220489_WEB.html,000000,LIBAS,NOTLISTED,Aman Ganji,,1,Equity,Promoter and Director,Riyaz Ganji,02236203,4533832,17.21%,58722,"644,635.00",Buy,4592554,17.43%,31-08-2026,31-08-2026,Market Purchase,01-09-2026,,
ALMONDZ,ALMONDZ GLOBAL SECURITIES LIMITED,Regulation 7 (2),Original,01-Sep-2026 09:40:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2757_20260901_094010637_WEB.html,531400,ALMONDZ,NOTLISTED,AJAY PRATAP,,1,Equity,Promoter,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,U74899DL1994PTC057217,200000,0.10%,137858,"2,404,057.00",Buy,337858,0.17%,31-08-2026,31-08-2026,Market Purchase,01-09-2026,,
SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,Regulation 7 (2),Original,31-Aug-2026 19:14:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_19313_20260831_191426548_WEB.html,543281,SUVIDHAA,NOTLISTED,BHUMI MISTRY,,1,Equity,Director,Prashant Prahaladray Thakar,03179115,3471520,1.65%,7604,"17,489.00",Sell,3463916,1.65%,31-08-2026,31-08-2026,Market Sale,31-08-2026,,
FOCUS,Focus Lighting And Fixtures Limited,Regulation 7 (2),Original,31-Aug-2026 17:36:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14891_20260831_173619171_WEB.html,000000,FOCUS,NOTLISTED,Mohini Sharma,,1,Equity,Promoter,Amit Vinod Sheth,01468052,34428304,51.04%,80165,"5,331,774.00",Buy,34508469,51.16%,25-08-2026,27-08-2026,Market Purchase,31-08-2026,,
GREENPANEL,Greenpanel Industries Limited,Regulation 7 (2),Original,31-Aug-2026 17:10:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_17613_20260831_171038477_WEB.html,542857,GREENPANEL,NOTLISTED,Lawkush Prasad,,1,Equity,Promoter and Director,Shobhan Mittal,00347517,16823899,13.72%,61500,"9,904,150.00",Buy,16885399,13.77%,27-08-2026,28-08-2026,Market Purchase,31-08-2026,,
ASHAPURMIN,ASHAPURA MINECHEM LIMITED,Regulation 7 (2),Original,31-Aug-2026 16:10:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1262_20260831_161002703_WEB.html,527001,ASHAPURMIN,NA,SACHIN POLKE,,1,Equity,Promoter,CHETAN NAVNITLAL SHAH,00018960,6652767,6.96%,25000,"14,592,790.00",Buy,6677767,6.99%,27-08-2026,27-08-2026,Market Purchase,27-08-2026,,
FSL,Firstsource Solutions Limited,Regulation 7 (2),Original,31-Aug-2026 15:51:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2535_20260831_155116399_WEB.html,532809,FSL,NOTLISTED,Pooja Nambiar,,1,Equity,Trust,Firstsource Employee Benefit Trust,,5474506,0.78%,874,"241,661.00",Sell,5473632,0.78%,25-08-2026,25-08-2026,Market Sale,31-08-2026,,
FSL,Firstsource Solutions Limited,Regulation 7 (2),Original,31-Aug-2026 15:51:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2535_20260831_155116399_WEB.html,532809,FSL,NOTLISTED,Pooja Nambiar,,2,Equity,Trust,Firstsource Employee Benefit Trust,,5473632,0.78%,59309,"15,958,273.00",Sell,5414323,0.77%,27-08-2026,27-08-2026,Market Sale,31-08-2026,,
FSL,Firstsource Solutions Limited,Regulation 7 (2),Original,31-Aug-2026 15:51:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2535_20260831_155116399_WEB.html,532809,FSL,NOTLISTED,Pooja Nambiar,,3,Equity,Trust,Firstsource Employee Benefit Trust,,5414323,0.77%,36307,"9,768,761.00",Sell,5378016,0.77%,28-08-2026,28-08-2026,Market Sale,31-08-2026,,
FSL,Firstsource Solutions Limited,Regulation 7 (2),Original,31-Aug-2026 15:51:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2535_20260831_155116399_WEB.html,532809,FSL,NOTLISTED,Pooja Nambiar,,4,Equity,Trust,Firstsource Employee Benefit Trust,,5378016,0.77%,173393,"1,733,930.00",Sell,5204623,0.74%,28-08-2026,28-08-2026,Off Market,31-08-2026,,
RPPINFRA,R P P Infra Projects Limited,Regulation 7 (2),Original,31-Aug-2026 15:34:39,https://nsearchives.nseindia.com/corporate/ixbrl/IT_3798_20260831_153439596_WEB.html,533284,RPPINFRA,NOTLISTED,I Selvam,,1,Equity,Designated Person,CMK Projects Private Limited,U45400TZ2015PTC021898,0,0.00%,513500,"29,154,316.00",Buy,513500,1.04%,27-08-2026,28-08-2026,Market Purchase,31-08-2026,,
SPORTKING,SPORTKING INDIA LIMITED,Regulation 7 (2),Original,31-Aug-2026 14:10:03,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20830_20260831_141003616_WEB.html,539221,SPORTKING,NOTLISTED,LOVLESH VERMA,,1,Equity,Employees Immediate Relative,SHAKTI JINDAL,,0,0.00%,19000,0.00,Buy,19000,0.01%,25-08-2026,25-08-2026,Inheritance,27-08-2026,,
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,Regulation 7 (2),Original,31-Aug-2026 12:42:46,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20397_20260831_124246541_WEB.html,511589,AVONMORE,NOTLISTED,SONAL,,1,Equity,Promoter,INNOVATIVE MONEY MATTERS PRIVATE LIMITED,U74899DL1994PTC057217,94604785,33.52%,20000,"278,200.00",Buy,94624785,33.53%,28-08-2026,28-08-2026,Market Purchase,31-08-2026,,
RAJMET,Rajnandini Metal Limited,Regulation 7 (2),Original,31-Aug-2026 11:38:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_16759_20260831_113852151_WEB.html,000000,RAJMET,NOTLISTED,Manoj Kumar Jangir,,1,Equity,Promoter,Het Ram,,84854477,30.69%,575000,"1,788,250.00",Sell,84279477,30.48%,27-08-2026,27-08-2026,Market Sale,29-08-2026,,
PATINTLOG,Patel Integrated Logistics Limited,Regulation 7 (2),Original,29-Aug-2026 20:06:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2705_20260829_200619689_WEB.html,526381,PATINTLOG,NA,Avinash Paul Raj,,1,Equity,Promoter,Asgar Shakoor Patel,,4911704,7.65%,263000,"3,504,960.00",Sell,4648704,7.24%,24-08-2026,27-08-2026,Inter-se-Transfer,28-08-2026,,
PATINTLOG,Patel Integrated Logistics Limited,Regulation 7 (2),Original,29-Aug-2026 20:06:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2705_20260829_200619689_WEB.html,526381,PATINTLOG,NA,Avinash Paul Raj,,2,Equity,Promoter Group,NATASHA NISHQA TANISHA FAMILY BENEFICIARIES TRUST,,1404683,2.19%,263000,"3,526,000.00",Buy,1667683,2.60%,24-08-2026,27-08-2026,Inter-se-Transfer,28-08-2026,,
SPAL,S. P. APPARELS LIMITED,Regulation 7 (2),Original,29-Aug-2026 18:19:41,https://nsearchives.nseindia.com/corporate/ixbrl/IT_14100_20260829_181940950_WEB.html,540048,SPAL,NOTLISTED,K. Vinodhini,,1,Equity,Promoter and Director,P.Sundararajan,00003380,12538759,49.88%,500000,"462,500,000.00",Sell,12038759,48.00%,28-08-2026,28-08-2026,Market Sale,29-08-2026,,
SIGIND,Signet Industries Limited,Regulation 7 (2),Original,29-Aug-2026 15:06:50,https://nsearchives.nseindia.com/corporate/ixbrl/IT_16593_20260829_150650400_WEB.html,512131,SIGIND,NOTLISTED,Preeti Singh,,1,Equity,Promoter and Director,Mukesh Sangla,00189676,1280027,4.34%,15961,"1,130,760.00",Buy,1295988,4.40%,27-08-2026,27-08-2026,Market Purchase,29-08-2026,,
HCLTECH,HCL Technologies Limited,Regulation 7 (2),Original,29-Aug-2026 12:46:38,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1828_20260829_124638412_WEB.html,532281,HCLTECH,NOTLISED,Manish Anand,,1,Equity,Designated Person,Rahul Mohta,,0,0.00%,4550,"6,015,100.00",Buy,4550,0.00%,25-08-2026,25-08-2026,ESOS,27-08-2026,,
NECCLTD,NORTH EASTERN CARRYING CORPORATION LIMITED,Regulation 7 (2),Original,29-Aug-2026 10:29:57,https://nsearchives.nseindia.com/corporate/ixbrl/IT_13506_20260829_102957352_WEB.html,534615,NECCLTD,NOTLISTED,RAKESH,,1,Equity,Promoter Group,N.E.C.C. SECURITIES PRIVATE LIMITED,U74899DL1991PTC044908,14548072,13.92%,500000,"8,750,000.00",Sell,14048072,13.44%,26-08-2026,27-08-2026,Market Sale,28-08-2026,,
KARURVYSYA,KARUR VYSYA BANK LIMITED,Regulation 7 (2),Original,28-Aug-2026 20:57:17,https://nsearchives.nseindia.com/corporate/ixbrl/IT_539_20260828_205716768_WEB.html,590003,KARURVYSYA,NOTLISTED,Srinivasarao M,,1,Equity,Promoter,G Rajasekaran,,1986376,0.21%,1000,"357,642.00",Sell,1985376,0.21%,27-08-2026,27-08-2026,Market Sale,28-08-2026,,
KARURVYSYA,KARUR VYSYA BANK LIMITED,Regulation 7 (2),Original,28-Aug-2026 20:57:17,https://nsearchives.nseindia.com/corporate/ixbrl/IT_539_20260828_205716768_WEB.html,590003,KARURVYSYA,NOTLISTED,Srinivasarao M,,2,Equity,Promoter Group,R Nageswari,,1418908,0.15%,1000,"357,642.00",Sell,1417908,0.15%,27-08-2026,27-08-2026,Market Sale,28-08-2026,,
KARURVYSYA,KARUR VYSYA BANK LIMITED,Regulation 7 (2),Original,28-Aug-2026 20:57:17,https://nsearchives.nseindia.com/corporate/ixbrl/IT_539_20260828_205716768_WEB.html,590003,KARURVYSYA,NOTLISTED,Srinivasarao M,,3,Equity,Promoter Group,G Mani,,1280549,0.13%,1000,"357,642.00",Sell,1279549,0.13%,27-08-2026,27-08-2026,Market Sale,28-08-2026,,
KARURVYSYA,KARUR VYSYA BANK LIMITED,Regulation 7 (2),Original,28-Aug-2026 20:57:17,https://nsearchives.nseindia.com/corporate/ixbrl/IT_539_20260828_205716768_WEB.html,590003,KARURVYSYA,NOTLISTED,Srinivasarao M,,4,Equity,Director,B Ramesh Babu,06900325,178273,0.02%,30000,"10,384,881.00",Sell,148273,0.02%,25-08-2026,26-08-2026,Market Sale,28-08-2026,,
TURTLEMINT,Turtlemint Fintech Solutions Limited,Regulation 7 (2),Original,28-Aug-2026 18:04:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26874_20260828_180408922_WEB.html,544799,TURTLEMINT,NOTLISTED,Prashant Saini,,1,Equity,Designated Person,Sunny Bhatia,,64789,0.02%,20000,"3,045,000.00",Sell,44789,0.02%,27-08-2026,27-08-2026,Market Sale,27-08-2026,,
TURTLEMINT,Turtlemint Fintech Solutions Limited,Regulation 7 (2),Original,28-Aug-2026 18:04:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26874_20260828_180408922_WEB.html,544799,TURTLEMINT,NOTLISTED,Prashant Saini,,2,Equity,Designated Person,Anjani Kumar,,59689,0.02%,20689,"3,023,287.00",Sell,39000,0.01%,20-08-2026,26-08-2026,Market Sale,26-08-2026,,
TURTLEMINT,Turtlemint Fintech Solutions Limited,Regulation 7 (2),Original,28-Aug-2026 18:04:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26874_20260828_180408922_WEB.html,544799,TURTLEMINT,NOTLISTED,Prashant Saini,,3,Equity,Designated Person,Anjani Kumar,,39000,0.01%,8000,"1,358,730.00",Sell,31000,0.01%,27-08-2026,27-08-2026,Market Sale,27-08-2026,,
TURTLEMINT,Turtlemint Fintech Solutions Limited,Regulation 7 (2),Original,28-Aug-2026 18:04:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26874_20260828_180408922_WEB.html,544799,TURTLEMINT,NOTLISTED,Prashant Saini,,4,Equity,Designated Person,Snehil Modani,,83613,0.03%,9000,"1,346,110.00",Sell,74613,0.03%,21-08-2026,26-08-2026,Market Sale,26-08-2026,,
TURTLEMINT,Turtlemint Fintech Solutions Limited,Regulation 7 (2),Original,28-Aug-2026 18:04:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26874_20260828_180408922_WEB.html,544799,TURTLEMINT,NOTLISTED,Prashant Saini,,5,Equity,Designated Person,Keyur Kashikar,,110075,0.04%,15000,"2,292,450.00",Sell,95075,0.03%,27-08-2026,27-08-2026,Market Sale,27-08-2026,,
TURTLEMINT,Turtlemint Fintech Solutions Limited,Regulation 7 (2),Original,28-Aug-2026 18:04:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26874_20260828_180408922_WEB.html,544799,TURTLEMINT,NOTLISTED,Prashant Saini,,6,Equity,Designated Person,Rahul Brahmne,,50000,0.02%,25000,"3,858,450.00",Sell,25000,0.01%,27-08-2026,28-08-2026,Market Sale,28-08-2026,,
TURTLEMINT,Turtlemint Fintech Solutions Limited,Regulation 7 (2),Original,28-Aug-2026 18:04:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26874_20260828_180408922_WEB.html,544799,TURTLEMINT,NOTLISTED,Prashant Saini,,7,Equity,Designated Person,Janaki Iyer,,70000,0.02%,36000,0.00,Sell,34000,0.01%,27-08-2026,28-08-2026,Market Sale,28-08-2026,,
TURTLEMINT,Turtlemint Fintech Solutions Limited,Regulation 7 (2),Original,28-Aug-2026 18:04:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_26874_20260828_180408922_WEB.html,544799,TURTLEMINT,NOTLISTED,Prashant Saini,,8,Equity,Designated Person,Anjani Kumar,,31000,0.01%,20000,"3,058,640.00",Sell,11000,0.00%,28-08-2026,28-08-2026,Market Sale,28-08-2026,,
RAMCOIND,RAMCO INDUSTRIES LIMITED,Regulation 7 (2),Original,28-Aug-2026 15:49:05,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1560_20260828_154905470_WEB.html,532369,RAMCOIND,NOTLISTED,S BALAMURUGASUNDARAM,,1,Equity,Other,N K SHRIKANTAN RAJA (HUF),00350693,17067,0.02%,2530,"872,850.00",Sell,14537,0.02%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
GANESHCP,GANESH CONSUMER PRODUCTS LIMITED,Regulation 7 (2),Original,28-Aug-2026 11:24:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_25074_20260828_112400421_WEB.html,544528,GANESHCP,NOTLISTED,Narendra Mishra,,1,Equity,Promoter and Director,Manish Mimani,00824942,2691757,6.66%,30200,"4,991,046.00",Buy,2721957,6.74%,25-08-2026,25-08-2026,Market Purchase,27-08-2026,,
SWARAJ,SWARAJ SUITING LIMITED,Regulation 7 (2),Original,27-Aug-2026 23:10:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20487_20260827_231015931_WEB.html,544861,SWARAJ,NOTLISTED,RAHUL KUMAR VERMA,,1,Equity,Promoter Group,GOMOTO TEXTILES PRIVATE LIMITED,U17120RJ2009PTC055669,1403400,5.31%,60177,"22,501,834.00",Sell,1343223,5.08%,25-08-2026,26-08-2026,Market Sale,27-08-2026,,
KARURVYSYA,KARUR VYSYA BANK LIMITED,Regulation 7 (2),Original,27-Aug-2026 19:50:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_539_20260827_195048801_WEB.html,590003,KARURVYSYA,NOTLISTED,Srinivasarao M,,1,Equity,Promoter,G Rajasekaran,,1995479,0.21%,9103,"3,210,116.00",Sell,1986376,0.21%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
KARURVYSYA,KARUR VYSYA BANK LIMITED,Regulation 7 (2),Original,27-Aug-2026 19:50:48,https://nsearchives.nseindia.com/corporate/ixbrl/IT_539_20260827_195048801_WEB.html,590003,KARURVYSYA,NOTLISTED,Srinivasarao M,,2,Equity,Promoter Group,R Nageswari,,1428011,0.15%,9103,"3,210,116.00",Sell,1418908,0.15%,26-08-2026,26-08-2026,Market Sale,27-08-2026,,
