Symbol,Company Name,Name of Person,Category of Person,TransactionDate,Transaction,Quantity,Value,Price,Securities Held Prior (No.),Securities Held Prior (%),Securities Held Post (No.),Securities Held Post (%),Date From,Date To,Mode of Acquisition/Disposal,Broadcast Date/Time,Details URL
MSPL,MSP STEEL & POWER LIMITED,Ginny Traders Pvt Ltd,Promoter Group,2026-06-18,BUY,1250000.0,52696485.0,42.157188,12223819,2.16%,13473819,2.38%,17-06-2026,18-06-2026,Market Purchase,22-Jun-2026 17:31:23,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260622_173123687_WEB.html
MSPL,MSP STEEL & POWER LIMITED,Ilex Private Limited,Promoter Group,2026-06-18,BUY,1000000.0,42397025.0,42.397025,17163500,3.03%,18163500,3.21%,17-06-2026,18-06-2026,Market Purchase,22-Jun-2026 17:33:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260622_173326406_WEB.html
MSPL,MSP STEEL & POWER LIMITED,Ilex Private Limited,Promoter Group,2026-06-18,BUY,1000000.0,42397025.0,42.397025,17163500,3.03%,18163500,3.21%,17-06-2026,18-06-2026,Market Purchase,22-Jun-2026 17:31:23,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260622_173123687_WEB.html
MSPL,MSP STEEL & POWER LIMITED,M A Hire Purchase Private Limited,Promoter Group,2026-06-18,BUY,950000.0,40069290.0,42.1782,17180000,3.03%,18130000,3.20%,18-06-2026,18-06-2026,Market Purchase,22-Jun-2026 17:33:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260622_173326406_WEB.html
MSPL,MSP STEEL & POWER LIMITED,M A Hire Purchase Private Limited,Promoter Group,2026-06-18,BUY,950000.0,40069290.0,42.1782,17180000,3.03%,18130000,3.20%,18-06-2026,18-06-2026,Market Purchase,22-Jun-2026 17:31:23,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260622_173123687_WEB.html
MSPL,MSP STEEL & POWER LIMITED,Ginny Traders Private Limited,Promoter Group,2026-06-19,BUY,730000.0,32224828.0,44.1436,13473819,2.38%,14203819,2.51%,19-06-2026,19-06-2026,Market Purchase,25-Jun-2026 17:05:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260625_170531913_WEB.html
MSPL,MSP STEEL & POWER LTD,Ginny Traders Private Limited,Promoter Group,2026-06-19,BUY,730000.0,32224828.0,44.1436,13473819,2.38%,14203819,2.51%,19-06-2026,19-06-2026,Market Purchase,25-Jun-2026 17:44:39,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260625_174439623_WEB.html
MSPL,MSP STEEL & POWER LIMITED,Ilex Private Limited,Promoter Group,2026-06-22,BUY,166849.0,7461287.0,44.71879963320128,18163500,3.21%,18330349,3.24%,22-06-2026,22-06-2026,Market Purchase,25-Jun-2026 17:05:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260625_170531913_WEB.html
MSPL,MSP STEEL & POWER LTD,Ilex Private Limited,Promoter Group,2026-06-22,BUY,166849.0,7461287.0,44.71879963320128,18163500,3.21%,18330349,3.24%,22-06-2026,22-06-2026,Market Purchase,25-Jun-2026 17:44:39,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260625_174439623_WEB.html
MSPL,MSP STEEL & POWER LIMITED,Sampat Marketing Company Pvt Ltd,Promoter Group,2026-06-22,BUY,1204000.0,53872193.0,44.74434634551495,14996642,2.65%,16200642,2.86%,19-06-2026,22-06-2026,Market Purchase,25-Jun-2026 17:05:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260625_170531913_WEB.html
MSPL,MSP STEEL & POWER LTD,Sampat Marketing Company Pvt Ltd,Promoter Group,2026-06-22,BUY,1204000.0,53872193.0,44.74434634551495,14996642,2.65%,16200642,2.86%,19-06-2026,22-06-2026,Market Purchase,25-Jun-2026 17:44:39,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2306_20260625_174439623_WEB.html
NAVA,NAVA LIMITED,A9 Homes Private Limited,Promoter Group,2026-08-25,BUY,42000.0,23671379.0,563.6042619047619,5296200,1.87%,5338200,1.88%,25-08-2026,25-08-2026,Market Purchase,27-Aug-2026 15:06:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260827_150630537_WEB.html
NAVA,NAVA LIMITED,Devineni Ramaa,Promoter Group,2026-08-26,BUY,46000.0,26249791.0,570.6476304347826,8017884,2.83%,8063884,2.85%,25-08-2026,26-08-2026,Market Purchase,27-Aug-2026 15:06:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260827_150630537_WEB.html
NAVA,NAVA LIMITED,ASHOK DEVINENI,Promoter,2026-09-02,OTHER,5483220.0,0.0,0.0,4652000,1.64%,10135220,3.58%,01-09-2026,02-09-2026,Inheritance,04-Sep-2026 17:07:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260904_170714064_WEB.html
NAVA,NAVA LIMITED,Late D BHAKATA PRIYA,Promoter Group,2026-09-02,OTHER,5483220.0,0.0,0.0,5483220,1.94%,0,0.00%,01-09-2026,02-09-2026,Inheritance,04-Sep-2026 17:07:14,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260904_170714064_WEB.html
NAVA,NAVA LIMITED,AV Dwellings Private Limited,Promoter Group,2026-09-03,BUY,10000.0,5605844.0,560.5844,4910000,1.73%,4920000,1.74%,01-09-2026,03-09-2026,Market Purchase,04-Sep-2026 17:05:17,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260904_170517555_WEB.html
NAVA,NAVA LIMITED,AV Dwellings Private Limited,Promoter Group,2026-09-07,BUY,5000.0,2780886.0,556.1772,4920000,1.74%,4925000,1.74%,07-09-2026,07-09-2026,Market Purchase,09-Sep-2026 17:35:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260909_173520715_WEB.html
NAVA,NAVA LIMITED,Ashok Devineni,Promoter,2026-09-10,OTHER,4797810.0,0.0,0.0,10135220,3.58%,5337410,1.88%,10-09-2026,10-09-2026,Inheritance,11-Sep-2026 16:14:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260911_161436348_WEB.html
NAVA,NAVA LIMITED,Nikhil Devineni,Promoter Group,2026-09-10,OTHER,685410.0,0.0,0.0,5100000,1.80%,5785410,2.04%,10-09-2026,10-09-2026,Inheritance,11-Sep-2026 16:14:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260911_161436348_WEB.html
NAVA,NAVA LIMITED,Nilima Alluri,Promoter Group,2026-09-10,OTHER,1370800.0,0.0,0.0,2100000,0.74%,3470800,1.23%,10-09-2026,10-09-2026,Inheritance,11-Sep-2026 16:14:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260911_161436348_WEB.html
NAVA,NAVA LIMITED,Rajasekhar Devineni,Promoter Group,2026-09-10,OTHER,1370800.0,0.0,0.0,31260,0.01%,1402060,0.49%,10-09-2026,10-09-2026,Inheritance,11-Sep-2026 16:14:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260911_161436348_WEB.html
NAVA,NAVA LIMITED,Rajashree Pinnamaneni,Promoter Group,2026-09-10,OTHER,1370800.0,0.0,0.0,14000000,4.94%,15370800,5.43%,10-09-2026,10-09-2026,Inheritance,11-Sep-2026 16:14:36,https://nsearchives.nseindia.com/corporate/ixbrl/IT_1264_20260911_161436348_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kalidindi Ravi,Promoter and Director,2026-06-11,BUY,7000.0,1261470.0,180.21,3156703,6.98%,3163703,6.99%,11-06-2026,11-06-2026,Market Purchase,12-Jun-2026 16:17:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260612_161752503_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,VIKRAM CHEMICALS PRIVATE LIMITED,Promoter Group,2026-06-11,BUY,1000.0,180000.0,180.0,0,0.00%,1000,0.00%,11-06-2026,11-06-2026,Market Purchase,12-Jun-2026 16:17:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_20260612_161752503_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kakatiya Industries Pvt.Ltd,Promoter Group,2026-06-25,BUY,3000.0,579510.0,193.17,619233,1.37%,622233,1.38%,25-06-2026,25-06-2026,Market Purchase,26-Jun-2026 15:25:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260626_152553487_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kalidindi Ravi,Promoter and Director,2026-06-25,BUY,1000.0,193000.0,193.0,3163703,6.99%,3164703,7.00%,25-06-2026,25-06-2026,Market Purchase,26-Jun-2026 15:25:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260626_152553487_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,VIKRAM CHEMICALS PRIVATE LIMITED,Promoter Group,2026-06-25,BUY,3700.0,714618.0,193.14,1000,0.00%,4700,0.01%,25-06-2026,25-06-2026,Market Purchase,26-Jun-2026 15:25:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260626_152553487_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,BLUE VALLEY DEVELOPERS PRIVATE LIMITED,Promoter Group,2026-06-30,OTHER,7000.0,1550000.0,221.42857142857142,219485,0.49%,226485,0.50%,30-06-2026,30-06-2026,Inter-se-Transfer,02-Jul-2026 17:41:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260702_174158545_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,G.T.SANDEEP,Promoter Group,2026-06-30,OTHER,17000.0,3495800.0,205.63529411764705,61722,0.14%,44722,0.10%,30-06-2026,30-06-2026,Inter-se-Transfer,02-Jul-2026 17:41:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260702_174158545_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kakatiya Industries Pvt.Ltd,Promoter Group,2026-06-30,BUY,4270.0,826750.0,193.61826697892272,622233,1.38%,626503,1.39%,29-06-2026,30-06-2026,Market Purchase,01-Jul-2026 20:21:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260701_202152620_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kalidindi Ravi,Promoter and Director,2026-06-30,BUY,6189.0,1194381.0,192.9844886088221,3164703,7.00%,3170892,7.01%,29-06-2026,30-06-2026,Market Purchase,01-Jul-2026 20:21:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260701_202152620_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,NCL HOLDINGS (A&S) LTD,Promoter Group,2026-06-30,OTHER,10000.0,1945800.0,194.58,300000,0.66%,310000,0.68%,30-06-2026,30-06-2026,Inter-se-Transfer,02-Jul-2026 17:41:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260702_174158545_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,VIKRAM CHEMICALS PRIVATE LIMITED,Promoter Group,2026-06-30,BUY,8911.0,1724554.0,193.5309168443497,4700,0.01%,13611,0.03%,29-06-2026,30-06-2026,Market Purchase,01-Jul-2026 20:21:52,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260701_202152620_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kakatiya Industries Pvt.Ltd,Promoter Group,2026-08-11,BUY,7261.0,1268058.0,174.6395813248864,626503,1.39%,633764,1.40%,10-08-2026,11-08-2026,Market Purchase,12-Aug-2026 17:49:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260812_174931963_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kalidindi Ravi,Promoter and Director,2026-08-11,BUY,79419.0,13900341.0,175.02538435386998,3170892,7.01%,3250311,7.19%,10-08-2026,11-08-2026,Market Purchase,12-Aug-2026 17:49:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260812_174931963_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,VIKRAM CHEMICALS PRIVATE LIMITED,Promoter Group,2026-08-11,BUY,3800.0,662208.0,174.26526315789474,13611,0.03%,17411,0.04%,10-08-2026,11-08-2026,Market Purchase,12-Aug-2026 17:49:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260812_174931963_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kakatiya Industries Pvt.Ltd,Promoter Group,2026-08-12,BUY,1500.0,260505.0,173.67,633764,1.40%,635264,1.40%,12-08-2026,12-08-2026,Market Purchase,13-Aug-2026 11:04:43,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260813_110442973_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kalidindi Ravi,Promoter and Director,2026-08-12,BUY,7394.0,1283377.0,173.5700568028131,3250311,7.19%,3257705,7.20%,12-08-2026,12-08-2026,Market Purchase,13-Aug-2026 11:04:43,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260813_110442973_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,VIKRAM CHEMICALS PRIVATE LIMITED,Promoter Group,2026-08-12,BUY,200.0,34700.0,173.5,17411,0.04%,17611,0.04%,12-08-2026,12-08-2026,Market Purchase,13-Aug-2026 11:04:43,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260813_110442973_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kalidindi Ravi,Promoter and Director,2026-08-13,BUY,1698.0,294552.0,173.46996466431096,3257705,7.20%,3259403,7.20%,13-08-2026,13-08-2026,Market Purchase,14-Aug-2026 10:34:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260814_103410499_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kalidindi Ravi,Promoter and Director,2026-08-14,BUY,570.0,98610.0,173.0,3259403,7.20%,3259973,7.20%,14-08-2026,14-08-2026,Market Purchase,17-Aug-2026 22:13:32,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260817_221332402_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,KALIDINDI RAVI,Promoter and Director,2026-08-18,BUY,2950.0,507489.0,172.0301694915254,3259973,7.20%,3262923,7.21%,18-08-2026,18-08-2026,Market Purchase,19-Aug-2026 12:57:59,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260819_125759462_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,NCL HOLDINGS (A&S) LTD,Promoter Group,2026-08-18,BUY,64311.0,11056896.0,171.9285347763213,310000,0.68%,374311,0.82%,17-08-2026,18-08-2026,Market Purchase,19-Aug-2026 12:57:59,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260819_125759462_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kakatiya Industries Pvt.Ltd,Promoter Group,2026-08-19,BUY,5003.0,864019.0,172.70017989206477,635264,1.40%,640267,1.41%,19-08-2026,19-08-2026,Market Purchase,21-Aug-2026 13:13:07,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260821_131307729_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,NCL HOLDINGS (A&S) LTD,Promoter Group,2026-08-19,BUY,13000.0,2243930.0,172.61,374311,0.82%,387311,0.85%,19-08-2026,19-08-2026,Market Purchase,21-Aug-2026 13:13:07,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260821_131307729_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,NCL HOLDINGS (A&S) LTD,Promoter Group,2026-08-20,BUY,7272.0,1269255.0,174.54001650165017,387311,0.85%,394583,0.87%,20-08-2026,20-08-2026,Market Purchase,21-Aug-2026 13:13:07,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260821_131307729_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,NCL HOLDINGS (A&S) LTD,Promoter Group,2026-08-21,BUY,6955.0,1201963.0,172.81998562185478,394583,0.87%,401538,0.89%,21-08-2026,21-08-2026,Market Purchase,24-Aug-2026 19:29:58,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260824_192958578_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kakatiya Industries Pvt.Ltd,Promoter Group,2026-08-24,BUY,1150.0,199468.0,173.4504347826087,640267,1.41%,641417,1.41%,24-08-2026,24-08-2026,Market Purchase,25-Aug-2026 17:49:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260825_174909840_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,NCL HOLDINGS (A&S) LTD,Promoter Group,2026-08-24,BUY,13580.0,2339834.0,172.3,401538,0.89%,415118,0.92%,24-08-2026,24-08-2026,Market Purchase,25-Aug-2026 17:49:09,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260825_174909840_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,NCL HOLDINGS (A&S) LTD,Promoter Group,2026-08-25,BUY,154.0,26534.0,172.2987012987013,415118,0.92%,415272,0.92%,25-08-2026,25-08-2026,Market Purchase,27-Aug-2026 15:19:02,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260827_151902774_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kalidindi Ravi,Promoter and Director,2026-08-31,BUY,1000.0,174250.0,174.25,3262923,7.21%,3263923,7.21%,31-08-2026,31-08-2026,Market Purchase,01-Sep-2026 18:18:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260901_181853550_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,NCL HOLDINGS (A&S) LTD,Promoter Group,2026-08-31,BUY,5724.0,995232.0,173.87002096436058,415272,0.92%,420996,0.93%,31-08-2026,31-08-2026,Market Purchase,01-Sep-2026 18:18:53,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260901_181853550_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,G.T.SANDEEP,Promoter Group,2026-09-01,OTHER,15000.0,2662500.0,177.5,44722,0.10%,29722,0.07%,01-09-2026,01-09-2026,Inter-se-Transfer,02-Sep-2026 19:51:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260902_195155464_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,NCL HOLDINGS (A&S) LTD,Promoter Group,2026-09-01,BUY,6903.0,1197671.0,173.50007243227583,420996,0.93%,427899,0.95%,01-09-2026,01-09-2026,Market Purchase,02-Sep-2026 19:51:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260902_195155464_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,NCL HOLDINGS (A&S) LTD,Promoter Group,2026-09-01,OTHER,15000.0,2662500.0,177.5,427899,0.95%,442899,0.98%,01-09-2026,01-09-2026,Inter-se-Transfer,02-Sep-2026 19:51:55,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260902_195155464_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,VIKRAM CHEMICALS PRIVATE LIMITED,Promoter Group,2026-09-02,BUY,833.0,144109.0,173.0,17611,0.04%,18444,0.04%,02-09-2026,02-09-2026,Market Purchase,04-Sep-2026 16:37:26,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260904_163726559_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,NCL HOLDINGS (A&S) LTD,Promoter Group,2026-09-04,BUY,2973.0,525210.0,176.65993945509587,442899,0.98%,445872,0.99%,04-09-2026,04-09-2026,Market Purchase,07-Sep-2026 14:24:56,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260907_142456486_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,G.T.SANDEEP,Promoter Group,2026-09-07,OTHER,6000.0,1050000.0,175.0,29722,0.06%,23722,0.05%,07-09-2026,07-09-2026,Inter-se-Transfer,08-Sep-2026 20:40:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260908_204000487_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kakatiya Industries Pvt.Ltd,Promoter Group,2026-09-07,BUY,1027.0,181255.0,176.48977604673806,641417,1.41%,642444,1.41%,07-09-2026,07-09-2026,Market Purchase,08-Sep-2026 20:40:00,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260908_204000487_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kakatiya Industries Pvt.Ltd,Promoter Group,2026-09-09,BUY,2097.0,370032.0,176.45779685264665,642444,1.42%,644541,1.42%,08-09-2026,09-09-2026,Market Purchase,10-Sep-2026 20:27:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260910_202710436_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kalidindi Ravi,Promoter and Director,2026-09-09,BUY,2000.0,354500.0,177.25,3263923,7.21%,3265923,7.22%,09-09-2026,09-09-2026,Market Purchase,10-Sep-2026 20:27:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260910_202710436_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,NCL HOLDINGS (A&S) LTD,Promoter Group,2026-09-09,BUY,6500.0,1167790.0,179.66,445872,0.99%,452372,1.00%,09-09-2026,09-09-2026,Market Purchase,10-Sep-2026 20:27:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260910_202710436_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,VIKRAM CHEMICALS PRIVATE LIMITED,Promoter Group,2026-09-09,BUY,60.0,10560.0,176.0,18444,0.04%,18504,0.04%,08-09-2026,09-09-2026,Market Purchase,10-Sep-2026 20:27:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260910_202710436_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kakatiya Industries Pvt.Ltd,Promoter Group,2026-09-10,BUY,830.0,146910.0,177.0,644541,1.42%,645371,1.42%,10-09-2026,10-09-2026,Market Purchase,11-Sep-2026 21:03:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260911_210329996_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,Kalidindi Ravi,Promoter and Director,2026-09-10,BUY,800.0,141200.0,176.5,3265923,7.22%,3266723,7.22%,10-09-2026,10-09-2026,Market Purchase,11-Sep-2026 21:03:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260911_210329996_WEB.html
NCLIND,NCL INDUSTRIES LIMITED,VIKRAM CHEMICALS PRIVATE LIMITED,Promoter Group,2026-09-10,BUY,260.0,46020.0,177.0,18504,0.04%,18764,0.04%,10-09-2026,10-09-2026,Market Purchase,11-Sep-2026 21:03:30,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2568_20260911_210329996_WEB.html
NIITLTD,NIIT Limited,Pawar Family Trust,Promoter Group,2026-08-24,BUY,47110.0,4420551.0,93.8346635533857,26923670,19.65%,26970780,19.69%,21-08-2026,24-08-2026,Market Purchase,27-Aug-2026 12:13:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2209_20260827_121316584_WEB.html
NIITLTD,NIIT Limited,Thadani Family Trust,Promoter Group,2026-08-24,BUY,47110.0,4420419.0,93.83186160050944,27472254,20.05%,27519364,20.09%,21-08-2026,24-08-2026,Market Purchase,27-Aug-2026 12:13:16,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2209_20260827_121316584_WEB.html
NIITLTD,NIIT Limited,Pawar Family Trust,Promoter Group,2026-08-26,BUY,240890.0,24647489.0,102.31843995184524,26970780,19.69%,27211670,19.86%,25-08-2026,26-08-2026,Market Purchase,31-Aug-2026 11:42:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2209_20260831_114210660_WEB.html
NIITLTD,NIIT Limited,Thadani Family Trust,Promoter Group,2026-08-26,BUY,240890.0,24648549.0,102.32284030055212,27519364,20.09%,27760254,20.26%,25-08-2026,26-08-2026,Market Purchase,31-Aug-2026 11:42:10,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2209_20260831_114210660_WEB.html
NIITLTD,NIIT Limited,Pawar Family Trust,Promoter Group,2026-08-28,BUY,294300.0,30751680.0,104.49092762487258,27211670,19.86%,27505970,20.08%,27-08-2026,28-08-2026,Market Purchase,02-Sep-2026 16:24:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2209_20260902_162420192_WEB.html
NIITLTD,NIIT Limited,Thadani Family Trust,Promoter Group,2026-08-28,BUY,294300.0,30750983.0,104.4885592932382,27760254,20.26%,28054554,20.48%,27-08-2026,28-08-2026,Market Purchase,02-Sep-2026 16:24:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2209_20260902_162420192_WEB.html
NIITLTD,NIIT Limited,Pawar Family Trust,Promoter Group,2026-08-31,BUY,108700.0,11605899.0,106.77,27505970,20.08%,27614670,20.16%,31-08-2026,31-08-2026,Market Purchase,02-Sep-2026 16:24:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2209_20260902_162420192_WEB.html
NIITLTD,NIIT Limited,Thadani Family Trust,Promoter Group,2026-08-31,BUY,108700.0,11605899.0,106.77,28054554,20.48%,28163254,20.56%,31-08-2026,31-08-2026,Market Purchase,02-Sep-2026 16:24:20,https://nsearchives.nseindia.com/corporate/ixbrl/IT_2209_20260902_162420192_WEB.html
NINSYS,Nintec Systems Limited,Niraj Chhaganraj Gemawat,Promoter and Director,2026-06-19,BUY,1000.0,700662.0,700.662,3399366,18.30%,3400366,18.31%,19-06-2026,19-06-2026,Market Purchase,20-Jun-2026 14:48:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_144819141_WEB.html
NINSYS,Nintec Systems Limited,Niraj Chhaganraj Gemawat,Promoter and Director,2026-06-19,BUY,1000.0,710907.0,710.907,3400366,18.31%,3401366,18.31%,19-06-2026,19-06-2026,Market Purchase,20-Jun-2026 14:48:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_144819141_WEB.html
NINSYS,Nintec Systems Limited,Niraj Chhaganraj Gemawat,Promoter and Director,2026-06-19,BUY,500.0,359598.0,719.196,3401366,18.31%,3401866,18.31%,19-06-2026,19-06-2026,Market Purchase,20-Jun-2026 14:48:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_144819141_WEB.html
NINSYS,Nintec Systems Limited,Niraj Chhaganraj Gemawat,Promoter and Director,2026-06-19,BUY,200.0,144000.0,720.0,3401866,18.31%,3402066,18.31%,19-06-2026,19-06-2026,Market Purchase,20-Jun-2026 14:48:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_144819141_WEB.html
NINSYS,Nintec Systems Limited,Niraj Chhaganraj Gemawat,Promoter and Director,2026-06-19,BUY,1000.0,720000.0,720.0,3402066,18.31%,3403066,18.32%,19-06-2026,19-06-2026,Market Purchase,20-Jun-2026 14:48:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_144819141_WEB.html
NINSYS,Nintec Systems Limited,Niraj Chhaganraj Gemawat,Promoter and Director,2026-06-19,BUY,300.0,216000.0,720.0,3403066,18.32%,3403366,18.32%,19-06-2026,19-06-2026,Market Purchase,20-Jun-2026 14:48:19,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_144819141_WEB.html
NINSYS,Nintec Systems Limited,Niraj Chhaganraj Gemawat,Promoter and Director,2026-06-19,BUY,1000.0,700662.0,700.662,3399366,18.30%,3400366,18.31%,19-06-2026,19-06-2026,Market Purchase,20-Jun-2026 13:30:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_133027293_WEB.html
NINSYS,Nintec Systems Limited,Niraj Chhaganraj Gemawat,Promoter and Director,2026-06-19,BUY,1000.0,710907.0,710.907,3400366,18.31%,3401366,18.31%,19-06-2026,19-06-2026,Market Purchase,20-Jun-2026 13:30:27,https://nsearchives.nseindia.com/corporate/ixbrl/IT_21310_20260620_133027293_WEB.html
